step,epoch,loss,eval_loss,learning_rate,grad_norm,mean_token_accuracy,eval_mean_token_accuracy,entropy,eval_entropy,gpu_vram_used_gb,gpu_vram_reserved_gb,cpu_percent,eval_runtime_s,eval_samples_per_second
4700,2.163941975592908,0.2788323974609375,,3.959130733453185e-06,8.9375,0.9333403664827347,,0.38569033741950987,,9.678,108.535,10.6,,
4750,2.1869675339626986,0.2636800003051758,,3.7588685261704494e-06,11.375,0.9369441747665406,,0.372973712682724,,9.678,108.535,4.0,,
4800,2.209993092332489,0.2694028091430664,,3.56262513820969e-06,9.0625,0.9354553228616714,,0.3753176340460777,,9.678,108.535,2.5,,
4850,2.2330186507022796,0.27772777557373046,,3.370526935554804e-06,8.3125,0.9335146927833557,,0.3837347248196602,,9.678,108.535,3.0,,
4900,2.25604420907207,0.276826286315918,,3.1826976150020794e-06,8.375,0.9333145946264267,,0.37934046804904936,,9.678,108.535,7.1,,
4950,2.2790697674418605,0.2772163200378418,,2.9992581245087703e-06,8.0,0.9334773856401444,,0.3843276190757752,,9.678,108.535,4.5,,
5000,2.302095325811651,0.27715330123901366,,2.820326585311688e-06,8.25,0.9340365302562713,,0.38298763930797575,,9.678,108.535,2.5,,
5000,2.302095325811651,,2.5985300540924072,,,,0.6284979139739099,,0.8075917364207029,9.678,108.535,2.5,66.0246,138.767
5050,2.3251208841814415,0.2747804832458496,,2.6460182158660173e-06,8.5,0.9345797955989837,,0.3790068036317825,,9.678,108.535,3.5,,
5100,2.348146442551232,0.2881350135803223,,2.4764452576533003e-06,9.6875,0.9309072172641755,,0.39194401413202284,,9.678,108.535,2.5,,
5150,2.3711720009210224,0.2820706367492676,,2.311716902906357e-06,9.0,0.9322608661651611,,0.38668282330036163,,9.678,108.535,4.5,,
5200,2.394197559290813,0.2740436935424805,,2.1519392242976987e-06,9.3125,0.9345539486408234,,0.3801176863908768,,9.678,108.535,3.0,,
5250,2.4172231176606034,0.27040475845336914,,1.9972151066367063e-06,9.1875,0.9352382254600525,,0.3760280379652977,,9.678,108.535,4.0,,
5300,2.440248676030394,0.27477569580078126,,1.8476441806195555e-06,7.75,0.9345399451255798,,0.3815718439221382,,9.678,108.535,4.0,,
5350,2.4632742344001843,0.2684424209594727,,1.703322758674525e-06,9.125,0.9360528165102004,,0.3751332315802574,,9.678,108.535,3.5,,
5400,2.486299792769975,0.27598228454589846,,1.5643437729440546e-06,8.25,0.9339335119724274,,0.37919941991567613,,9.678,108.535,3.0,,
5450,2.5093253511397653,0.2695901298522949,,1.430796715443421e-06,8.125,0.9351427417993545,,0.3754094526171684,,9.678,108.535,2.0,,
5500,2.5323509095095558,0.2713861656188965,,1.302767580434613e-06,8.6875,0.9347917228937149,,0.37683087050914765,,9.678,108.535,16.7,,
5500,2.5323509095095558,,2.605487585067749,,,,0.628624829790355,,0.80677308584279,9.678,108.535,2.5,65.7902,139.261
5550,2.555376467879346,0.2758608055114746,,1.180338809052496e-06,8.625,0.9336470431089401,,0.38108803480863573,,9.678,108.535,4.0,,
5600,2.5784020262491367,0.2683270072937012,,1.0635892362189203e-06,8.3125,0.9355955582857132,,0.37450924426317217,,9.678,108.535,2.0,,
5650,2.6014275846189268,0.28163192749023436,,9.525940398789601e-07,8.1875,0.9324796032905579,,0.3859324166178703,,9.678,108.535,5.5,,
5700,2.6244531429887177,0.2748726844787598,,8.47424692591966e-07,9.125,0.9343706893920899,,0.382725704908371,,9.678,108.535,6.6,,
5750,2.6474787013585077,0.2655401611328125,,7.481489155086241e-07,8.5,0.9365615659952163,,0.37210700660943985,,9.678,108.535,3.6,,
5800,2.6705042597282986,0.2707270431518555,,6.548306347636102e-07,9.4375,0.9345141905546188,,0.37925181359052657,,9.678,108.535,4.0,,
5850,2.6935298180980887,0.2784305763244629,,5.675299403119772e-07,9.1875,0.9330625015497208,,0.3852331265807152,,9.678,108.535,2.5,,
5900,2.7165553764678796,0.2653207778930664,,4.863030472357466e-07,8.5,0.9362444806098938,,0.3725045642256737,,9.678,108.535,2.0,,
5950,2.7395809348376696,0.267917366027832,,4.112022595456122e-07,8.375,0.9357820999622345,,0.3745218542218208,,9.678,108.535,4.0,,
6000,2.7626064932074605,0.2691352081298828,,3.422759365010975e-07,9.0625,0.9356755131483078,,0.3766096884012222,,9.678,108.535,4.0,,
6000,2.7626064932074605,,2.600233316421509,,,,0.6284974047858886,,0.8087607624747158,9.678,108.535,18.8,65.9843,138.851
6050,2.7856320515772506,0.2823938751220703,,2.7956846147082717e-07,8.125,0.932621278166771,,0.3862119910120964,,9.678,108.535,4.0,,
6100,2.808657609947041,0.280361270904541,,2.231202133529764e-07,7.5625,0.9324425911903381,,0.38540789037942885,,9.678,108.535,3.0,,
6150,2.8316831683168315,0.27806474685668947,,1.7296754057430032e-07,8.375,0.9334605711698533,,0.3829705500602722,,9.678,108.535,4.5,,
6200,2.854708726686622,0.27404836654663084,,1.2914273768447338e-07,8.25,0.9340747082233429,,0.37865539997816083,,9.678,108.535,4.5,,
6250,2.8777342850564125,0.2633889389038086,,9.167402456083163e-08,8.625,0.9368288046121598,,0.3713472706079483,,9.678,108.535,2.5,,
6300,2.900759843426203,0.2802738189697266,,6.058552823689389e-08,9.0,0.9321910607814788,,0.38493706166744235,,9.678,108.535,4.0,,
6350,2.9237854017959934,0.2785791015625,,3.5897267366369334e-08,8.5625,0.9331252729892731,,0.3861154529452324,,9.678,108.535,3.0,,
6400,2.946810960165784,0.2777413558959961,,1.7625139332646536e-08,8.875,0.9340857189893722,,0.38205942898988726,,9.678,108.535,2.5,,
6450,2.9698365185355744,0.2770402145385742,,5.7809100120720385e-09,8.0625,0.9331906110048294,,0.3853402253985405,,9.678,108.535,4.0,,
6500,2.992862076905365,0.2821710777282715,,3.7220619761524354e-10,8.6875,0.9316454064846039,,0.3875135952234268,,9.678,108.535,4.0,,
6500,2.992862076905365,,2.604527711868286,,,,0.6278860539353955,,0.8090492219096911,9.678,108.535,2.0,66.0613,138.689
6516,3.0,,2.604509115219116,,,,0.6278797593000256,,0.8090470487326644,9.678,108.537,4.5,65.9412,138.942
6516,3.0,,,,,,,,,9.678,108.537,4.5,,
