step,epoch,loss,eval_loss,learning_rate,grad_norm,mean_token_accuracy,eval_mean_token_accuracy,entropy,eval_entropy,gpu_vram_used_gb,gpu_vram_reserved_gb,cpu_percent,eval_runtime_s,eval_samples_per_second
2100,0.9671848013816926,0.6158198547363282,,8.108654842165303e-06,7.875,0.8415467336773872,,0.6385135053098202,,45.836,99.643,3.0,,
2150,0.9902130109383995,0.5973355484008789,,8.00828691713735e-06,9.625,0.8455938988924027,,0.6242240346968174,,45.836,99.643,2.0,,
2200,1.0128957973517558,0.560533561706543,,7.905981881564729e-06,9.3125,0.854766778534439,,0.5969938856696114,,45.836,99.646,4.0,,
2250,1.0359240069084628,0.5370692825317382,,7.801805612196777e-06,13.9375,0.8606300908327102,,0.5705918255448341,,45.836,99.646,3.6,,
2300,1.05895221646517,0.5180655670166016,,7.695825190716676e-06,9.625,0.8664865237474442,,0.5579401129484176,,45.836,99.646,6.6,,
2350,1.0819804260218768,0.5097071838378906,,7.588108860545892e-06,14.0,0.8669757825136185,,0.5507670700550079,,45.836,99.646,4.0,,
2400,1.1050086355785838,0.5003812408447266,,7.478725982900544e-06,9.6875,0.8700433933734893,,0.5422688154876232,,45.836,99.646,9.1,,
2450,1.1280368451352907,0.49164752960205077,,7.3677469921279985e-06,9.4375,0.8725249543786049,,0.5349337072670459,,45.836,99.646,2.0,,
2500,1.1510650546919976,0.4759967803955078,,7.25524335035244e-06,10.875,0.8764566227793693,,0.5207599385082722,,45.836,99.646,5.0,,
2500,1.1510650546919976,,1.9385566711425781,,,,0.6580984861191992,,0.9720581244792755,45.836,99.646,2.5,163.2359,56.127
2550,1.1740932642487047,0.46088859558105466,,7.141287501458645e-06,8.625,0.8805148908495903,,0.5079081523418426,,45.836,99.646,3.0,,
2600,1.1971214738054117,0.46090934753417967,,7.0259528244435625e-06,10.5625,0.8813645035028458,,0.5087651225924492,,45.836,99.646,3.5,,
2650,1.2201496833621186,0.45657344818115236,,6.909313586165764e-06,9.5625,0.8821605962514877,,0.5079090513288975,,45.836,99.646,6.5,,
2700,1.2431778929188255,0.4380308532714844,,6.7914448935231665e-06,20.125,0.8865001520514488,,0.49032015293836595,,45.836,99.646,3.5,,
2750,1.2662061024755324,0.4230282974243164,,6.672422645089841e-06,8.5,0.8905833569169045,,0.47626852683722976,,45.836,99.646,2.5,,
2800,1.2892343120322396,0.4235020446777344,,6.552323482243033e-06,11.9375,0.8904435440897942,,0.4771029205620289,,45.836,99.646,6.1,,
2850,1.3122625215889465,0.4065932083129883,,6.4312247398118925e-06,10.9375,0.8950867629051209,,0.46450039714574815,,45.836,99.646,2.5,,
2900,1.3352907311456534,0.4159150695800781,,6.309204396279642e-06,12.25,0.8930207630991935,,0.46885147705674174,,45.836,99.646,5.6,,
2950,1.3583189407023604,0.4066756057739258,,6.1863410235713125e-06,10.5625,0.8950171801447868,,0.4627577576041222,,45.836,99.646,8.9,,
3000,1.3813471502590673,0.385672492980957,,6.062713736459327e-06,10.0625,0.9003378835320472,,0.44506659552454947,,45.836,99.646,3.5,,
3000,1.3813471502590673,,2.0522541999816895,,,,0.6540202651935496,,0.9244855369922117,45.836,99.646,4.0,163.7666,55.945
3050,1.4043753598157744,0.38543277740478515,,5.938402141619533e-06,12.5,0.9009673157334328,,0.4428673115372658,,45.836,99.646,4.1,,
3100,1.4274035693724814,0.3750981140136719,,5.813486286370496e-06,9.8125,0.9033390727639198,,0.4333650386333466,,45.836,99.646,16.1,,
3150,1.4504317789291883,0.37962779998779295,,5.688046607129042e-06,9.6875,0.9030364713072777,,0.4421587876975536,,45.836,99.646,3.0,,
3200,1.4734599884858952,0.360987548828125,,5.562163877615252e-06,11.875,0.9077653914690018,,0.4235169053822756,,45.836,99.646,3.6,,
3250,1.4964881980426021,0.3685343933105469,,5.4359191568402714e-06,9.875,0.9052538233995437,,0.4295670798420906,,45.836,99.646,2.6,,
3300,1.5195164075993093,0.35764274597167967,,5.309393736910391e-06,12.1875,0.907951046526432,,0.4207014834135771,,45.836,99.646,3.5,,
3350,1.542544617156016,0.3393528366088867,,5.182669090681047e-06,9.25,0.9127050518989563,,0.40503492847085,,45.836,99.646,3.0,,
3400,1.5655728267127231,0.34770809173583983,,5.055826819294431e-06,9.375,0.9111502495408058,,0.4135960875451565,,45.836,99.646,3.0,,
3450,1.58860103626943,0.3507662200927734,,4.928948599634495e-06,9.0,0.9106053987145424,,0.41516125306487084,,45.836,99.646,2.5,,
3500,1.611629245826137,0.3279961395263672,,4.802116131733167e-06,9.5,0.9162142398953438,,0.39551390141248705,,45.836,99.646,2.0,,
3500,1.611629245826137,,2.128720760345459,,,,0.6513701322452307,,0.8958764807436987,45.836,99.646,2.5,163.6607,55.982
3550,1.6346574553828441,0.3300824737548828,,4.67541108616169e-06,11.5625,0.9153168612718582,,0.3976840312033892,,45.836,99.646,3.0,,
3600,1.6576856649395508,0.3269387435913086,,4.5489150514409055e-06,10.0625,0.916334613263607,,0.3950273685902357,,45.836,99.646,9.1,,
3650,1.680713874496258,0.3307647705078125,,4.422709481504388e-06,8.9375,0.9153572785854339,,0.39585310891270636,,45.836,99.646,2.5,,
3700,1.703742084052965,0.3146142578125,,4.296875643248228e-06,9.875,0.9200604313611984,,0.3827582465857267,,45.836,99.646,3.6,,
3750,1.7267702936096718,0.32312400817871095,,4.17149456420128e-06,7.46875,0.918398622572422,,0.38854051105678084,,45.836,99.646,2.0,,
3800,1.749798503166379,0.3292707061767578,,4.046646980349507e-06,8.25,0.9165040764212609,,0.3953381486237049,,45.836,99.646,5.0,,
3850,1.7728267127230857,0.31814098358154297,,3.922413284148091e-06,9.9375,0.9188401544094086,,0.3884259618073702,,45.836,99.646,2.5,,
3900,1.7958549222797928,0.31495826721191406,,3.7988734727547306e-06,8.4375,0.9202563571929931,,0.3838197833299637,,45.836,99.646,2.0,,
3950,1.8188831318364997,0.3075890159606934,,3.67610709651749e-06,10.875,0.921580411195755,,0.3768285369873047,,45.836,99.646,2.5,,
4000,1.8419113413932067,0.31133493423461917,,3.5541932077503567e-06,8.5625,0.9217194041609764,,0.3809895861148834,,45.836,99.646,3.0,,
4000,1.8419113413932067,,2.1931748390197754,,,,0.6491650788089897,,0.8695103096056588,45.836,99.646,3.0,164.0723,55.841
4050,1.8649395509499136,0.31968488693237307,,3.433210309829499e-06,10.0,0.9191983938217163,,0.3888289126753807,,45.836,99.646,3.0,,
4100,1.8879677605066205,0.29499114990234376,,3.3132363066429875e-06,9.125,0.9249072986841201,,0.3659503619372845,,45.836,99.646,2.5,,
4150,1.9109959700633277,0.3054082107543945,,3.1943484524265633e-06,10.0625,0.9224284002184868,,0.37432965643703936,,45.836,99.646,4.5,,
4200,1.9340241796200346,0.31359233856201174,,3.076623302017705e-06,9.1875,0.9205755576491356,,0.3816709228605032,,45.836,99.646,3.0,,
4250,1.9570523891767415,0.3083007621765137,,2.960136661560078e-06,9.0625,0.9223485639691353,,0.37620763570070265,,45.836,99.646,3.0,,
4300,1.9800805987334484,0.3051786231994629,,2.8449635396900776e-06,9.875,0.9230349108576774,,0.3737543435394764,,45.836,99.646,4.0,,
4350,2.002763385146805,0.3020381736755371,,2.731178099236912e-06,8.4375,0.9224794870100651,,0.37534387719812734,,45.836,99.646,3.5,,
4400,2.0257915947035117,0.2844932746887207,,2.61885360946731e-06,10.1875,0.9277642917633057,,0.35701425321400165,,45.836,99.646,2.5,,
4450,2.048819804260219,0.2990180206298828,,2.508062398905628e-06,9.4375,0.9248243859410286,,0.3692555731534958,,45.836,99.646,2.5,,
4500,2.0718480138169255,0.2850454139709473,,2.398875808759717e-06,8.8125,0.9280501401424408,,0.3564259008318186,,45.836,99.646,3.5,,
4500,2.0718480138169255,,2.226470470428467,,,,0.6487132994330435,,0.8564461702110985,45.836,99.646,3.5,163.9508,55.883
4550,2.0948762233736327,0.30723602294921876,,2.291364146982556e-06,7.59375,0.922170187830925,,0.37614983178675176,,45.836,99.646,8.0,,
4600,2.11790443293034,0.28685989379882815,,2.185596642999208e-06,9.125,0.9279050409793854,,0.3600516505539417,,45.836,99.646,2.5,,
4650,2.1409326424870465,0.2802821159362793,,2.0816414031282845e-06,9.5,0.9286699882149696,,0.3540622791647911,,45.836,99.646,3.5,,
4700,2.1639608520437537,0.28982856750488284,,1.9795653667265925e-06,8.4375,0.9266426467895508,,0.3615040611475706,,45.836,99.646,9.4,,
4750,2.1869890616004604,0.2727158546447754,,1.8794342630852247e-06,8.625,0.9311328920722007,,0.3455875255912542,,45.836,99.646,4.0,,
4800,2.2100172711571675,0.274068660736084,,1.781312569104845e-06,7.96875,0.9309165474772453,,0.34759199514985084,,45.836,99.646,3.0,,
4850,2.2330454807138747,0.28523794174194333,,1.685263467777402e-06,7.78125,0.9282432922720909,,0.3573841682076454,,45.836,99.646,4.0,,
4900,2.2560736902705814,0.28144819259643555,,1.5913488075010397e-06,8.5625,0.9291621738672257,,0.35271134033799173,,45.836,99.646,3.1,,
4950,2.2791018998272885,0.2833696746826172,,1.4996290622543851e-06,8.375,0.9284725961089134,,0.3554937293380499,,45.836,99.646,4.1,,
5000,2.302130109383995,0.28262025833129883,,1.410163292655844e-06,8.0625,0.9290750816464424,,0.35431081607937814,,45.836,99.646,17.6,,
5000,2.302130109383995,,2.2322447299957275,,,,0.6483171700598734,,0.8577105139915936,45.836,99.646,2.5,163.6724,55.978
5050,2.3251583189407024,0.28315494537353514,,1.3230091079330087e-06,8.0625,0.9289247545599938,,0.3533431179821491,,45.836,99.646,3.0,,
5100,2.3481865284974095,0.29511672973632813,,1.2382226288266501e-06,11.125,0.9263752672076225,,0.3636210679262877,,45.836,99.646,3.6,,
5150,2.371214738054116,0.29149900436401366,,1.1558584514531785e-06,8.75,0.9260656940937042,,0.3623670242726803,,45.836,99.646,17.9,,
5200,2.3942429476108233,0.28965326309204104,,1.0759696121488494e-06,8.9375,0.9268195328116416,,0.36047928519546985,,45.836,99.646,3.0,,
5250,2.41727115716753,0.27641212463378906,,9.986075533183531e-07,9.1875,0.9305642637610435,,0.34950709365308286,,45.836,99.646,2.5,,
5300,2.440299366724237,0.2813023376464844,,9.238220903097778e-07,8.6875,0.9292524638772011,,0.3540474284440279,,45.836,99.646,4.0,,
5350,2.4633275762809443,0.2788651275634766,,8.516613793372625e-07,8.5625,0.9290573537349701,,0.35189326845109464,,45.836,99.646,3.0,,
5400,2.486355785837651,0.2842318344116211,,7.821718864720273e-07,8.4375,0.9288897961378098,,0.35468369238078595,,45.836,99.646,3.0,,
5450,2.509383995394358,0.2845013236999512,,7.153983577217105e-07,8.9375,0.9286299261450768,,0.35634847059845925,,45.836,99.646,4.0,,
5500,2.532412204951065,0.28216938018798826,,6.513837902173065e-07,8.5625,0.9287388715147972,,0.354024173617363,,45.836,99.646,3.0,,
5500,2.532412204951065,,2.236542224884033,,,,0.6480882361121492,,0.8524739427735117,45.836,99.646,3.0,164.0395,55.852
5550,2.555440414507772,0.28344293594360354,,5.90169404526248e-07,9.25,0.9281028828024864,,0.3568413046747446,,45.836,99.646,2.5,,
5600,2.578468624064479,0.2754166412353516,,5.317946181094602e-07,9.0,0.9305610999464988,,0.34730728760361673,,45.836,99.646,3.5,,
5650,2.601496833621186,0.29045732498168947,,4.7629701993948006e-07,8.5,0.9265675675868988,,0.360013028010726,,45.836,99.646,4.1,,
5700,2.624525043177893,0.27669979095458985,,4.23712346295983e-07,9.3125,0.9301656529307365,,0.35334350652992724,,45.836,99.646,3.5,,
5750,2.6475532527345997,0.2753266143798828,,3.7407445775431204e-07,8.25,0.9306197991967201,,0.3465706990659237,,45.836,99.646,4.1,,
5800,2.670581462291307,0.2814529037475586,,3.274153173818051e-07,9.25,0.928638679087162,,0.3551421868056059,,45.836,99.646,4.5,,
5850,2.693609671848014,0.28449325561523436,,2.837649701559886e-07,10.875,0.9277791851758956,,0.3557622128725052,,45.836,99.646,3.5,,
5900,2.7166378814047207,0.268564453125,,2.431515236178733e-07,8.9375,0.9320990949869156,,0.3424311842024326,,45.836,99.646,2.5,,
5950,2.739666090961428,0.27615617752075194,,2.056011297728061e-07,7.875,0.9298998552560807,,0.3478557779639959,,45.836,99.646,2.5,,
6000,2.7626943005181346,0.27981311798095704,,1.7113796825054874e-07,9.0625,0.9297055652737618,,0.3523918799310923,,45.836,99.646,4.0,,
6000,2.7626943005181346,,2.2307240962982178,,,,0.6484412324579456,,0.8574940846742682,45.836,99.646,4.5,163.6162,55.997
6050,2.7857225100748417,0.2924728775024414,,1.3978423073541358e-07,7.5625,0.9263677948713303,,0.3636932565271854,,45.836,99.646,3.5,,
6100,2.808750719631549,0.2893133354187012,,1.115601066764882e-07,8.1875,0.9268988096714019,,0.35950061984360215,,45.836,99.646,3.5,,
6150,2.8317789291882556,0.2881716537475586,,8.648377028715016e-08,8.375,0.927859798669815,,0.3598581783473492,,45.836,99.646,8.2,,
6200,2.8548071387449627,0.2871514129638672,,6.457136884223669e-08,7.59375,0.9275870567560196,,0.35756523318588734,,45.836,99.646,4.0,,
6250,2.8778353483016694,0.2741237258911133,,4.5837012280415815e-08,9.125,0.9311646184325219,,0.34661558352410793,,45.836,99.646,2.5,,
6300,2.9008635578583766,0.29189601898193357,,3.0292764118446946e-08,8.6875,0.9259162718057632,,0.3616756475716829,,45.836,99.646,2.5,,
6350,2.9238917674150837,0.290347785949707,,1.7948633683184667e-08,8.375,0.9265113857388496,,0.3652145946025848,,45.836,99.646,3.5,,
6400,2.9469199769717904,0.2846508026123047,,8.812569666323268e-09,8.75,0.9283411183953285,,0.3546043075621128,,45.836,99.646,2.5,,
6450,2.9699481865284976,0.2825870132446289,,2.8904550060360193e-09,8.4375,0.9283130303025245,,0.35293217964470386,,45.836,99.646,5.4,,
6500,2.9929763960852043,0.29528791427612305,,1.8610309880762177e-10,8.5625,0.924596695303917,,0.36266808860003946,,45.836,99.646,2.5,,
6500,2.9929763960852043,,2.234722375869751,,,,0.6486180284979665,,0.8550637273198389,45.836,99.646,2.5,164.0751,55.84
6516,3.0,,2.234719753265381,,,,0.6486180284979665,,0.8550660725323616,45.836,99.648,3.0,163.6408,55.988
6516,3.0,,,,,,,,,45.836,99.648,12.9,,
